,Player,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100,50,4s,6s,year
2279,Dinesh Salunkhe,6,3,1,33,26,16.5,24,137.5,0,0,5,0,2008
2280,Tatenda Taibu,3,3,0,31,15,10.33,26,119.23,0,0,3,0,2008
2281,Harbhajan Singh,3,3,1,30,28,15.0,17,176.47,0,0,1,3,2008
2282,Murali Kartik,6,3,0,30,17,10.0,27,111.11,0,0,3,0,2008
2283,Ramesh Powar,5,1,1,28,28,0.0,21,133.33,0,0,4,1,2008
2284,RP Singh,14,9,5,27,10,6.75,24,112.5,0,0,2,1,2008
2285,Saurabh Tiwary,3,2,0,26,17,13.0,20,130.0,0,0,3,1,2008
2286,Wilkin Mota,4,2,1,26,25,26.0,27,96.29,0,0,2,0,2008
2287,Shivnarine Chanderpaul,3,3,0,25,16,8.33,31,80.64,0,0,4,0,2008
2288,Vinay Kumar,8,4,1,25,23,8.33,22,113.63,0,0,2,1,2008
2289,Musavir Khote,4,3,1,24,9,12.0,22,109.09,0,0,2,1,2008
2290,Jagadeesh Arunkumar,3,3,0,23,22,7.66,23,100.0,0,0,5,0,2008
2291,Chaminda Vaas,5,4,1,21,12,7.0,18,116.66,0,0,0,1,2008
2292,Bharat Chipli,3,3,0,20,10,6.66,28,71.42,0,0,3,0,2008
2293,Mohammad Hafeez,8,3,1,20,13,10.0,22,90.9,0,0,2,1,2008
2294,Darren Lehmann,2,2,0,18,17,9.0,18,100.0,0,0,3,0,2008
2295,Siddharth Chitnis,3,2,0,18,15,9.0,10,180.0,0,0,1,1,2008
2296,Jacob Oram,4,3,2,18,13,18.0,12,150.0,0,0,1,1,2008
2297,Brett Lee,4,3,2,17,16,17.0,13,130.76,0,0,2,1,2008
2298,Chamara Kapugedera,5,3,0,16,8,5.33,23,69.56,0,0,0,0,2008
2299,Joginder Sharma,8,3,1,16,16,8.0,11,145.45,0,0,1,1,2008
2300,Yo Mahesh,11,5,3,15,6,7.5,27,55.55,0,0,0,0,2008
2301,Devraj Patil,2,2,0,13,9,6.5,13,100.0,0,0,1,0,2008
2302,Anil Kumble,10,5,3,13,8,6.5,17,76.47,0,0,1,0,2008
2303,Brad Hodge,3,3,0,12,10,4.0,17,70.58,0,0,2,0,2008
2304,Nuwan Zoysa,3,2,1,11,10,11.0,9,122.22,0,0,1,0,2008
2305,Makhaya Ntini,9,2,1,11,11,11.0,18,61.11,0,0,2,0,2008
2306,Ishant Sharma,13,6,5,11,4,11.0,11,100.0,0,0,1,0,2008
2307,Taruwar Kohli,2,2,0,10,7,5.0,15,66.66,0,0,0,1,2008
2308,Ashley Noffke,1,1,0,9,9,9.0,10,90.0,0,0,1,0,2008
2309,Dimitri Mascarenhas,1,1,0,9,9,9.0,8,112.5,0,0,0,1,2008
2310,Tanmay Srivastava,5,2,1,8,7,8.0,10,80.0,0,0,0,0,2008
2311,Rohan Raje,6,3,3,8,6,0.0,9,88.88,0,0,1,0,2008
2312,Sunil Joshi,4,2,0,6,3,3.0,14,42.85,0,0,0,0,2008
2313,Pankaj Singh,5,2,2,5,4,0.0,8,62.5,0,0,0,0,2008
2314,Siddharth Trivedi,15,3,2,5,3,5.0,12,41.66,0,0,0,0,2008
2315,Ajinkya Rahane,2,2,0,4,4,2.0,17,23.52,0,0,1,0,2008
2316,Sunny Sohal,2,2,0,4,4,2.0,8,50.0,0,0,0,0,2008
2317,Vikram Singh,13,2,0,4,4,2.0,3,133.33,0,0,1,0,2008
2318,Glenn McGrath,14,3,2,4,4,4.0,5,80.0,0,0,1,0,2008
2319,Younis Khan,1,1,0,3,3,3.0,7,42.85,0,0,0,0,2008
2320,Doddapaneni Kalyankrishna,3,1,0,3,3,3.0,8,37.5,0,0,0,0,2008
2321,Manish Pandey,3,2,0,3,3,1.5,9,33.33,0,0,0,0,2008
2322,Mohammad Asif,8,2,0,3,3,1.5,6,50.0,0,0,0,0,2008
2323,Ashish Nehra,14,4,3,3,2,3.0,13,23.07,0,0,0,0,2008
2324,Halhadar Das,1,1,0,2,2,2.0,5,40.0,0,0,0,0,2008
2325,Vikrant Yeligati,2,1,0,2,2,2.0,2,100.0,0,0,0,0,2008
2326,Shoaib Akhtar,3,1,0,2,2,2.0,7,28.57,0,0,0,0,2008
2327,Dilhara Fernando,5,1,1,2,2,0.0,1,200.0,0,0,0,0,2008
2328,Pradeep Sangwan,7,2,0,2,2,1.0,5,40.0,0,0,0,0,2008
2329,Dale Steyn,10,2,1,2,1,2.0,5,40.0,0,0,0,0,2008
2330,Dhawal Kulkarni,10,1,1,2,2,0.0,16,12.5,0,0,0,0,2008
2331,Ashok Dinda,13,3,2,2,1,2.0,4,50.0,0,0,0,0,2008
2332,Pragyan Ojha,13,4,2,2,1,1.0,4,50.0,0,0,0,0,2008
2333,Iqbal Abdulla,1,1,1,1,1,0.0,2,50.0,0,0,0,0,2008
2334,Srikkanth Anirudha,1,1,0,1,1,1.0,7,14.28,0,0,0,0,2008
2335,PM Sarvesh Kumar,2,1,1,1,1,0.0,2,50.0,0,0,0,0,2008
2336,Paidikalva Vijaykumar,9,2,2,1,1,0.0,1,100.0,0,0,0,0,2008
2337,Abdur Razzak,1,1,1,0,0,0.0,2,0.0,0,0,0,0,2008
2338,Abhinav Mukund,2,1,0,0,0,0.0,1,0.0,0,0,0,0,2008
2339,Lakshmipathy Balaji,9,1,0,0,0,0.0,4,0.0,0,0,0,0,2008
2340,Munaf Patel,15,2,2,0,0,0.0,1,0.0,0,0,0,0,2008
